Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
61,80,89,7,3,44,90,13
19,78,26,38,12,81,90,74
12,15,9,13,83,27,3,52
13,35,65,69,48,41,86,73
3,17,35,60,91,14,86,26
6,72,89,92,14,93,3,21
11,61,6,3,69,41,78,3
81,63,64,42,10,81,81,65
69,75,24,99,67,96,67,63
73,85,3,94,63,40,4,1
76,78,15,46,94,1,37,58
73,51,3,83,13,89,73,9
85,34,62,7,72,65,7,28
21,76,22,82,60,72,80,7
45,43,13,44,78,24,14,67
31,41,55,10,97,8,66,51
90,28,9,99,22,59,66,93
4,99,7,26,41,32,18,76
78,71,34,50,84,96,89,75
75,70,90,53,85,93,21,17
34,57,90,20,22,94,20,48
85,53,59,92,25,43,78,49
26,42,10,29,74,88,93,4
98,65,19,9,41,75,36,92
59,91,90,94,9,14,57,82
21,14,94,23,86,54,33,73
81,75,2,82,50,27,37,85
99,36,98,77,94,3,45,58
41,9,60,17,34,38,21,12
45,74,11,37,62,1,38,59
6,9,26,94,2,24,52,88
18,49,83,23,18,14,10,86
12,13,5,81,51,45,89,58
64,5,20,85,83,12,76,44
59,73,97,70,2,72,51,18
60,2,5,8,78,16,18,50
37,98,22,47,14,2,31,80
17,62,50,54,6,8,66,28
31,19,89,73,16,31,18,79
99,74,45,31,38,78,97,58
89,99,70,31,41,95,2,87
68,10,67,23,14,91,41,67
81,60,89,35,93,76,54,85
81,16,64,65,48,69,71,1
20,35,69,61,63,30,54,56
76,73,90,37,62,17,58,4
86,17,96,44,28,42,23,94
64,98,45,56,75,90,82,56
16,52,21,14,43,33,27,72
89,40,23,14,27,24,43,7
82,46,51,31,17,59,87,69
42,75,33,5,19,30,88,45
6,20,60,30,43,45,97,80
77,78,52,39,19,91,52,29
85,23,20,70,11,81,54,12
75,26,99,63,57,56,76,45
45,72,76,22,58,30,24,38
90,15,74,42,71,49,27,21
16,21,79,66,80,25,19,69
70,69,7,74,11,28,29,19
15,11,78,6,60,46,27,30
61,38,98,60,69,36,2,35
84,70,65,21,64,38,85,85
15,58,49,40,88,43,49,84
24,25,74,84,95,3,17,41
72,88,72,11,63,67,88,67
48,7,27,55,94,63,73,26
81,31,20,19,96,80,11,4
20,21,60,8,40,28,14,94
5,34,87,25,55,84,94,81
56,39,91,22,34,89,26,95
51,75,78,15,8,45,8,36
68,38,16,70,3,17,29,55
10,26,77,8,88,54,50,86
87,3,52,28,42,64,63,10
57,86,92,60,83,73,54,3
14,70,25,45,31,34,2,35
89,37,17,25,15,5,2,48
60,96,58,2,43,41,92,35
18,22,45,6,86,2,82,81
46,34,95,88,57,92,58,31
50,45,89,59,26,90,41,65
16,48,45,11,54,47,1,67
77,32,74,69,27,9,26,17
87,14,37,36,72,11,83,76
70,64,55,26,14,56,48,78
4,84,48,31,43,45,85,62
76,54,86,78,97,23,48,89
84,32,57,7,67,40,61,52
26,95,69,74,41,57,95,42
68,15,80,27,71,15,69,61
21,76,97,10,31,40,50,11
40,62,53,9,54,72,23,12
70,97,91,4,94,45,79,1
22,8,33,83,21,72,43,29
46,33,33,59,22,66,91,74
70,79,8,90,22,3,19,55
74,25,49,40,4,31,28,11
63,6,52,33,91,12,10,43
78,27,10,27,16,78,28,39
24,41,14,99,19,25,86,86
96,73,76,63,35,23,49,68
34,5,26,26,46,49,43,88
82,7,97,99,79,56,28,22
22,91,72,23,19,78,54,45
93,97,77,86,73,68,49,70
31,32,3,42,32,84,47,53
12,14,63,54,96,34,41,36
25,3,25,5,69,32,75,55
91,50,76,52,40,34,89,36
25,96,49,47,41,26,77,91
83,65,11,42,79,44,7,38
94,89,86,78,23,88,99,91
96,20,32,12,96,22,15,64
30,10,49,37,71,2,18,87
98,5,2,42,61,51,6,87
23,1,6,1,26,36,79,87
5,47,99,60,99,15,43,67
13,50,11,93,10,47,47,18
13,24,46,96,52,98,47,78
10,4,78,67,62,71,91,32
71,71,29,1,34,31,71,19
55,81,18,75,77,15,75,35
6,65,99,45,39,47,4,5
71,22,54,25,48,97,11,91
93,31,80,57,2,79,80,32
93,31,99,95,66,98,17,18
82,19,81,22,99,67,27,18
50,78,78,59,80,64,84,19
49,20,60,64,98,28,71,36
76,72,48,37,95,1,57,12
39,25,97,64,3,53,47,76
41,13,18,97,37,1,34,26
25,5,71,24,34,33,48,18
75,52,32,83,28,9,65,54
89,43,74,48,81,30,80,33
3,59,21,36,51,24,5,99
16,74,76,52,33,50,57,40
70,90,75,37,40,53,52,17
40,96,91,1,71,67,89,68
10,41,6,7,8,4,97,86
78,22,83,65,4,25,50,24
68,34,60,22,9,72,75,12
35,39,97,53,14,38,71,13
91,94,30,47,18,53,75,79
86,22,57,68,62,12,60,35
71,29,5,5,63,6,63,99
33,25,22,55,87,55,71,11
53,72,26,19,51,94,24,86
6,1,75,96,54,26,77,14
75,76,12,54,8,20,96,88
86,86,81,74,47,2,99,53
70,99,15,41,82,52,94,96
58,86,58,93,38,30,63,14
15,50,44,48,68,49,53,68
36,5,81,88,93,78,96,11
56,96,32,41,40,28,20,98
10,22,68,54,10,90,3,28
90,71,58,92,10,16,12,82
95,6,86,91,56,28,13,52
49,3,1,36,36,63,83,64
20,69,6,47,95,80,19,25
94,51,95,64,25,28,22,62
98,64,76,34,38,10,10,7
14,38,17,39,81,45,57,65
73,53,81,70,38,14,97,58
7,27,19,99,74,11,76,33
30,67,22,4,67,43,44,93
38,96,51,32,79,44,84,75
56,55,33,74,62,5,83,66
56,82,45,89,10,31,50,44
49,85,19,93,26,47,34,68
60,26,75,74,68,21,65,74
67,54,40,1,57,64,8,72
15,22,88,67,49,31,98,22
63,86,60,48,74,37,69,18
46,45,69,78,32,18,95,50
55,86,16,84,93,80,24,80
24,60,24,86,67,56,97,67
45,8,43,46,35,4,75,96
83,47,92,2,83,30,31,89
71,5,83,89,13,90,93,43
32,59,32,40,21,43,18,7
28,81,58,55,90,6,33,71
12,46,15,13,35,84,51,76
5,63,12,2,82,57,12,96
7,42,60,82,88,72,3,33
67,39,41,84,14,6,86,29
38,47,60,60,20,11,29,90
13,87,70,79,35,7,60,84
36,32,98,99,70,15,70,75
41,4,98,96,5,10,37,35
49,20,46,58,48,23,10,14
76,81,80,40,38,92,27,92
22,77,43,69,21,38,79,7
18,4,68,47,23,2,16,89
61,18,17,7,44,39,63,77
26,47,6,11,15,15,30,3
66,15,92,85,26,12,45,98
23,74,66,14,70,2,20,28
62,80,79,16,57,79,2,61
91,25,69,80,61,30,46,86
41,57,51,98,95,33,97,46
26,66,88,27,17,16,8,29
88,96,51,51,9,15,1,16
36,64,39,11,18,44,69,6
52,16,39,12,55,43,12,74
89,17,26,67,87,37,49,77
29,20,20,75,51,52,89,42
86,43,55,65,58,70,92,83
42,89,3,90,8,91,75,67
78,17,74,93,60,63,59,52
86,16,23,26,45,36,79,48
6,58,17,25,42,69,28,66
16,2,16,40,55,3,87,6
97,35,79,37,52,21,69,57
36,63,98,77,85,20,21,16
24,74,97,38,91,68,59,5
55,47,45,96,5,30,58,54
51,77,64,36,9,55,55,92
88,51,70,21,85,33,6,9
78,34,74,1,69,42,40,24
19,6,94,51,49,3,56,9
46,99,92,9,28,40,91,28
88,66,3,3,90,72,53,34
71,68,3,27,20,49,64,78
73,12,45,82,5,62,79,80
52,80,45,92,52,15,25,83
57,62,6,73,3,37,43,4
11,94,41,98,51,48,63,92
99,13,82,90,65,64,31,53
38,84,36,96,5,31,31,6
8,3,71,33,91,48,84,30
72,9,87,75,35,26,57,7
24,71,96,32,38,46,39,58
47,16,34,9,53,71,41,98
93,88,25,86,22,8,96,70
59,14,56,71,13,96,15,75
41,38,93,28,70,62,20,39
42,93,79,28,54,76,94,23
10,3,86,23,47,48,83,28
88,21,60,74,84,35,47,14
77,42,23,67,31,5,49,53
73,72,64,44,16,58,28,83
54,62,7,55,47,7,57,75
97,31,77,45,65,2,46,99
95,67,86,39,17,21,62,59
50,49,5,53,5,30,72,7
48,61,87,95,81,5,52,88
95,54,40,93,32,71,39,27
30,56,11,45,92,36,15,49
5,71,1,53,53,18,18,55
63,61,97,60,39,56,53,12
43,56,72,11,73,31,12,36
93,51,26,64,25,74,5,38
92,62,25,89,86,49,4,83
7,91,94,55,93,29,31,32
2,43,68,57,69,24,51,45
50,92,11,79,70,48,73,47
99,30,50,45,25,77,12,4
82,24,3,98,55,35,90,48
52,25,27,48,9,84,6,85
73,9,21,11,38,19,52,64
95,42,82,41,98,51,35,90
82,97,73,39,59,13,16,64
83,6,82,5,55,99,52,2
34,50,40,21,38,96,27,1
72,11,49,35,69,70,39,88
39,33,77,55,44,52,39,62
36,20,59,64,48,54,82,96
3,96,41,24,82,16,25,20
87,89,42,23,84,97,8,90
77,99,98,32,78,61,83,30
96,42,15,68,34,93,43,47
61,77,95,33,43,90,61,98
74,3,21,28,16,90,31,48
79,88,44,32,33,31,40,20
20,60,67,71,2,78,76,19
85,4,7,2,18,9,40,73
41,81,62,59,87,62,39,26
84,52,26,90,34,36,46,7
18,52,67,59,53,94,15,75
56,26,93,54,3,30,63,22
29,64,43,59,36,26,75,67
22,3,28,48,10,3,62,35
60,14,85,95,69,65,52,3
9,24,63,5,85,70,54,97
9,52,43,79,5,29,94,74
61,27,65,29,63,51,88,84
69,40,81,27,53,10,48,99
71,81,41,80,52,43,16,90
30,97,35,57,12,21,74,59
94,2,59,18,61,5,47,64
51,37,22,4,22,38,68,23
81,84,16,84,27,7,83,84
24,25,40,94,29,24,9,91
92,72,10,36,84,31,52,89
48,3,27,81,13,3,57,93
74,72,1,71,34,2,66,47
5,69,66,39,52,29,50,99
62,48,51,51,76,10,10,69
45,33,31,29,54,32,12,92
25,99,7,99,75,33,44,29
2,48,29,17,59,8,94,1
17,37,86,42,23,18,22,80
27,10,12,25,87,77,85,27
25,42,86,90,81,71,1,62
9,4,2,19,93,80,73,90
65,21,83,20,54,43,55,96
47,43,93,94,73,60,1,57
37,33,4,95,60,63,89,21
64,8,76,33,13,74,91,53
8,43,90,43,57,81,77,9
56,81,47,31,87,42,78,10
89,83,8,46,21,16,22,32
82,55,49,61,52,64,70,90
10,66,56,83,98,44,17,72
74,68,19,44,53,12,88,97
51,55,34,2,73,87,76,82
55,49,3,65,20,50,90,34
60,98,62,65,84,79,13,15
71,98,84,45,86,75,90,94
94,30,82,42,99,45,20,78
48,42,29,35,65,87,69,95
12,18,24,25,23,11,74,85
13,80,74,43,78,72,68,46
61,78,5,74,86,5,90,17
81,41,63,48,17,99,25,27
96,3,73,12,43,45,39,74
86,92,75,19,43,7,93,83
99,49,57,62,91,32,94,58
99,91,70,66,3,28,91,1
80,55,24,26,40,74,45,15
93,92,97,90,55,44,64,67
44,88,93,42,5,82,59,28
52,61,7,78,95,94,83,33
34,67,37,69,48,99,65,81
6,97,63,69,58,50,37,4
29,95,5,2,44,33,68,62
77,15,3,37,22,3,75,90
55,3,8,84,11,61,87,72
37,11,92,60,12,57,80,12
96,25,63,93,63,46,16,34
83,52,53,49,64,96,7,99
92,74,84,99,12,48,71,45
8,26,62,1,80,82,16,88
88,69,8,41,87,37,81,39
10,73,27,82,24,72,9,34
62,91,19,43,52,94,12,13
77,3,25,55,6,55,14,56
9,28,55,79,52,11,48,53
55,30,68,72,8,59,14,61
87,96,72,92,27,1,89,46
6,60,65,99,48,8,99,54
2,82,60,25,96,36,96,14
92,57,74,47,43,46,1,33
95,61,13,85,14,2,17,27
65,78,21,68,10,65,1,50
7,38,30,16,73,63,28,92
90,78,81,75,79,13,91,29
12,9,18,72,10,63,96,34
31,21,54,88,92,70,87,83
1,17,39,26,71,17,29,44
68,62,87,85,28,12,35,35
81,70,64,46,6,70,56,24
38,70,70,25,85,17,88,3
80,27,34,14,79,18,69,68
68,41,52,99,43,6,42,30
42,32,37,68,56,55,88,96
1,55,54,79,57,28,46,15
39,65,71,50,21,99,61,21
46,54,12,54,15,55,38,13
11,48,38,32,43,17,17,84
67,48,12,97,92,10,76,26
94,98,34,3,29,64,10,41
23,20,89,21,27,26,77,42
98,13,89,76,94,55,86,87
45,38,86,67,7,96,92,47
89,78,44,42,26,19,10,86
4,27,75,91,60,83,17,27
21,29,46,64,90,9,44,46
74,27,21,29,63,20,18,40
40,8,68,13,3,73,4,36
48,64,64,4,25,7,1,55
26,50,33,94,22,48,84,10
80,93,63,10,51,11,15,40
9,39,67,58,99,51,84,48
23,94,94,8,6,35,25,16
43,39,53,54,65,84,1,71
15,73,1,40,69,50,79,39
34,17,32,27,33,57,74,86
66,71,70,49,54,62,83,94
6,84,98,68,18,64,36,32
6,5,15,80,99,18,30,24
21,55,87,48,73,29,17,74
25,59,67,29,56,44,36,5
47,8,17,69,44,80,68,1
16,19,15,97,80,59,69,34
47,97,45,67,10,28,96,62
78,33,41,33,52,74,78,96
35,92,30,16,10,93,97,86
17,61,11,27,94,88,20,34
72,54,68,73,8,16,14,43
63,74,70,90,93,56,97,36
4,24,85,21,31,13,54,70
46,45,22,80,96,56,30,3
63,52,22,3,89,71,95,23
99,59,90,43,11,26,66,90
54,69,1,6,80,68,74,74
40,73,7,8,24,80,28,53
82,65,59,98,89,97,32,81
31,88,86,77,69,99,88,44
62,42,58,31,84,97,87,35
83,88,41,5,76,52,64,13
74,36,87,65,79,67,32,32
15,81,94,16,82,38,73,37
25,16,84,61,86,86,93,29
9,91,82,83,30,4,33,14
10,25,35,55,58,14,81,27
36,65,55,41,75,23,62,62
48,20,13,46,66,80,76,18
88,46,33,55,65,26,57,51
58,85,40,58,79,47,18,58
49,87,49,10,96,15,92,48
20,58,8,55,80,23,64,23
73,22,17,28,51,62,12,73
22,5,83,2,46,10,17,71
76,44,79,72,92,12,36,85
99,67,95,62,20,75,61,70
96,82,30,85,94,7,6,1
95,54,15,8,55,64,11,57
93,88,26,77,9,7,85,5
77,69,65,49,49,76,66,33
67,64,37,36,51,48,81,94
22,73,96,5,74,29,51,64
26,15,91,33,90,61,67,71
45,83,99,41,13,62,55,1
97,29,53,1,11,82,97,46
35,65,99,16,4,94,14,85
14,51,90,44,61,78,38,75
68,17,63,74,37,66,49,36
40,79,55,74,69,86,88,85
79,51,35,31,27,22,3,81
3,54,19,90,50,71,87,22
64,5,90,64,98,32,14,41
74,85,29,59,5,53,96,78
63,39,3,40,5,19,79,97
45,91,24,38,13,18,11,35
36,13,79,41,33,94,82,18
21,31,66,26,50,43,24,39
79,74,25,45,22,50,87,34
54,28,41,47,42,1,34,13
58,37,70,15,62,96,67,11
97,67,43,94,81,51,75,85
57,51,82,77,8,12,59,88
47,5,37,58,9,12,68,55
22,40,11,32,56,50,53,48
58,45,88,52,92,66,34,60
75,27,19,22,12,86,1,31
16,76,15,53,22,60,24,17
14,38,9,80,43,14,6,75
26,37,21,67,10,29,80,43
6,92,58,48,77,14,79,36
28,2,59,52,26,67,75,87
12,5,22,12,99,88,89,9
80,85,5,32,97,46,92,16
70,91,83,79,5,78,41,99
33,6,76,36,51,65,29,65
50,72,43,40,30,79,43,78
61,61,74,65,31,18,37,20
74,83,53,20,99,87,74,40
89,71,99,36,82,81,41,87
44,99,53,57,87,51,39,71
60,29,52,14,92,93,56,31
94,60,23,40,33,51,1,43
27,76,26,56,57,94,91,96
42,95,52,17,40,88,32,96
22,64,91,72,58,43,74,49
45,27,69,19,83,67,87,35
89,46,93,23,85,38,80,18
49,88,57,81,96,42,10,85
1,6,11,70,4,38,78,28
54,88,94,61,60,10,23,67
54,75,32,47,78,71,67,69
84,83,47,50,46,55,39,64
1,51,41,26,10,27,70,69
71,52,31,69,82,90,71,66
69,72,9,87,3,55,3,42
21,86,55,87,24,39,27,25
2,40,54,23,71,46,94,74
5,9,74,32,66,4,88,33
47,36,45,33,50,46,92,64
28,27,1,20,84,40,49,36
47,28,59,15,74,21,24,47
72,17,89,55,97,44,56,67
19,90,2,39,4,64,86,61
79,33,55,41,47,69,87,5
36,80,12,46,54,75,90,21
72,95,29,42,97,23,74,40
92,80,51,44,92,90,56,39
42,20,72,80,41,33,2,74
64,88,65,36,35,95,99,57
90,9,33,26,55,42,83,14
47,34,5,82,28,27,25,8
24,15,72,73,97,64,6,35
68,18,23,3,73,84,9,77
80,91,56,71,4,29,69,60
58,65,51,49,38,38,29,29
54,30,26,10,36,13,95,79
74,71,47,52,66,77,90,9
42,24,73,33,60,62,37,68
90,28,11,77,37,4,66,77
88,18,35,89,53,29,40,25
62,83,81,57,89,59,73,16
48,81,70,92,60,28,63,15
60,30,18,50,9,24,22,70
41,99,52,50,84,3,7,6
60,45,23,12,75,97,48,72
17,77,13,38,69,47,58,45
67,6,48,77,30,26,7,26
19,61,57,74,49,76,81,32
2,98,78,67,19,35,83,77
19,66,38,8,83,32,2,91
14,78,93,92,1,24,90,37
38,1,37,70,66,90,97,16
30,33,65,42,98,69,68,66
24,55,36,80,82,92,39,2
4,65,57,15,87,23,45,21
95,6,97,49,27,33,42,48
95,39,71,78,35,54,80,46
10,1,35,43,67,53,30,37
41,31,22,23,1,8,37,51
25,27,24,44,87,22,49,78
50,22,96,89,30,23,70,36
55,34,4,40,16,43,46,24
17,66,22,48,43,45,6,43
7,68,74,66,38,12,93,75
86,66,63,36,80,43,68,42
22,70,41,96,66,1,54,99
12,93,60,81,16,97,86,44
91,17,57,37,18,5,94,16
26,19,41,6,89,90,70,88
27,82,17,42,97,23,39,88
85,64,55,83,17,72,68,44
59,66,76,75,13,10,41,19
38,4,84,21,68,4,11,91
68,60,62,64,56,19,6,66
94,5,65,91,43,98,66,65
80,18,84,84,96,18,54,28
5,51,31,64,59,15,97,35
76,77,55,74,1,22,3,77
15,36,1,84,37,82,96,71
78,74,44,38,28,2,52,32
5,52,94,12,44,38,95,32
12,14,77,86,47,45,36,52
47,29,13,76,66,48,93,9
4,68,44,36,13,35,32,59
46,14,90,99,1,6,54,31
18,78,22,31,98,95,63,74
7,3,2,70,24,81,1,57
20,24,57,52,82,36,40,87
31,78,41,40,1,1,66,35
15,62,55,76,38,33,29,43
19,42,79,64,70,62,97,6
49,35,10,90,65,97,38,31
7,70,3,29,57,50,90,24
33,38,16,73,79,32,8,12
83,3,48,15,10,60,87,26
81,24,18,59,55,5,73,81
70,12,34,73,6,18,26,2
92,15,34,75,11,80,94,1
84,44,89,54,14,84,38,21
23,47,64,97,2,97,41,81
56,9,91,45,91,68,39,45
91,68,26,23,8,94,51,97
99,51,16,9,12,27,70,21
95,97,59,14,83,97,15,59
15,59,43,36,1,79,83,75
98,10,10,28,73,31,26,12
74,71,43,47,47,79,88,43
5,49,88,48,16,25,5,29
20,52,9,56,49,82,6,3
61,26,23,8,70,60,7,83
33,89,88,65,86,30,3,22
91,18,87,7,56,63,94,8
11,33,76,9,66,41,46,77
34,65,38,92,71,94,84,71
57,43,28,46,19,58,29,92
66,18,84,80,43,77,71,91
16,23,13,35,26,96,20,28
55,38,77,54,2,44,51,99
49,19,1,66,2,67,84,39
61,60,78,8,55,69,25,82
29,69,38,92,3,81,49,95
89,41,14,57,51,44,72,8
16,13,6,41,7,88,69,65
22,67,99,87,57,86,20,78
29,11,27,26,72,50,59,44
28,33,26,79,25,58,60,70
94,60,57,72,49,94,78,56
48,59,36,94,92,61,48,4
80,51,41,57,35,76,2,23
80,56,11,14,25,88,40,41
93,51,38,89,67,13,86,45
96,81,38,67,43,71,44,62
15,83,74,83,53,21,64,66
43,81,83,11,90,19,75,96
94,90,50,86,30,71,70,71
91,60,96,92,60,67,37,31
5,11,44,39,4,52,80,57
46,2,56,27,51,63,60,31
43,40,35,69,74,2,92,98
54,37,14,6,11,23,83,23
3,21,96,66,81,39,68,94
57,32,14,68,2,32,42,29
85,56,53,67,43,30,47,27
62,75,68,59,88,35,60,52
97,71,93,88,48,51,71,43
47,67,14,39,59,9,43,8
71,13,11,63,35,19,52,19
70,63,92,42,54,52,73,22
11,55,52,92,61,72,74,90
88,56,4,28,27,72,88,82
88,86,90,59,41,4,1,97
43,6,2,88,83,38,44,33
62,22,59,52,99,77,69,75
20,24,6,97,93,24,69,57
91,55,26,57,39,79,32,72
27,4,33,58,7,99,67,49
94,50,7,12,70,6,9,49
31,59,64,43,32,48,56,56
47,86,62,65,67,74,27,4
17,82,77,19,1,80,92,39
6,99,84,55,35,7,29,32
55,87,67,76,71,75,85,11
4,69,23,87,21,67,63,96
74,27,56,28,10,10,54,56
2,76,10,13,91,46,60,38
57,73,17,17,56,60,5,12
3,75,15,98,83,58,67,6
94,76,55,93,89,52,53,53
41,39,89,49,83,93,82,70
95,11,89,28,44,99,21,96
87,94,71,19,45,7,85,4
99,7,15,86,67,39,96,27
92,3,7,54,75,7,87,91
6,73,90,58,48,60,40,4
85,96,52,97,8,17,3,25
35,27,73,86,70,81,83,48
71,53,35,44,49,66,34,91
31,62,16,80,87,66,6,49
53,22,75,17,82,71,57,79
6,29,22,24,28,84,57,70
73,98,38,20,37,54,5,78
21,65,57,30,7,15,1,46
27,11,55,26,64,87,3,20
52,10,21,88,91,86,84,25
81,62,6,15,61,67,34,71
16,19,96,89,54,62,61,29
99,10,24,89,10,72,20,74
17,72,14,26,96,76,30,31
92,35,95,80,29,34,74,93
43,70,26,43,90,82,3,24
19,23,22,65,15,71,26,63
1,60,7,67,60,1,41,19
61,88,77,86,52,92,7,16
67,88,34,66,84,57,68,43
97,91,13,15,22,8,15,24
77,50,53,84,35,99,51,26
59,48,15,76,84,72,74,57
11,66,94,29,35,48,87,86
63,27,72,23,55,13,1,83
88,58,49,39,18,18,51,99
90,15,46,93,84,13,19,38
14,11,77,42,62,85,67,35
1,93,90,42,14,57,93,43
77,65,67,26,51,52,38,40
58,91,73,9,5,20,80,19
32,50,6,40,40,5,41,82
20,96,61,85,97,73,40,87
38,73,94,38,9,53,14,93
24,50,44,60,81,92,45,82
90,7,36,99,81,95,53,56
30,27,10,21,8,98,72,72
75,27,65,69,75,32,15,80
81,79,29,58,32,96,55,84
17,31,90,33,7,43,26,32
21,37,67,18,76,55,35,96
24,85,65,17,16,29,12,19
6,44,34,27,93,49,32,94
21,87,10,87,78,7,34,23
85,26,26,43,72,61,30,72
15,28,45,68,12,17,74,27
82,95,29,38,62,44,61,50
34,5,2,20,81,85,47,54
14,11,8,77,42,18,32,25
51,50,96,5,14,99,81,22
45,4,58,35,41,63,2,8
23,26,12,79,18,33,57,98
69,69,92,91,8,47,89,66
50,45,87,16,4,34,63,26
26,59,5,24,49,24,50,34
39,36,76,48,15,53,67,46
51,77,97,18,2,37,91,24
31,81,90,3,84,31,24,31
20,65,91,48,75,47,5,41
53,23,25,12,29,19,9,63
45,12,4,54,43,12,51,10
75,89,7,36,96,22,75,9
39,87,77,93,97,93,91,94
95,99,82,59,17,4,91,88
73,7,95,21,64,49,50,41
70,75,75,46,15,85,50,90
34,45,8,20,15,42,49,75
82,95,79,6,68,11,22,74
25,45,42,70,78,78,44,74
12,55,27,8,56,33,85,67
80,91,10,81,95,91,22,74
14,85,97,57,21,23,9,9
25,13,90,35,44,22,80,94
53,28,83,32,35,33,82,51
52,46,50,13,86,4,2,95
34,97,77,55,61,38,52,63
27,5,7,41,69,68,91,76
97,43,98,98,39,68,44,7
79,6,63,31,37,99,61,84
90,85,8,26,83,46,63,80
25,85,88,53,38,88,15,68
98,84,73,40,98,21,24,11
39,12,75,85,64,18,55,34
59,88,26,5,40,33,25,59
78,81,71,84,49,53,33,98
17,13,52,78,52,15,14,26
81,98,79,55,80,54,68,5
38,55,45,84,62,83,93,76
57,73,35,20,5,72,23,61
95,83,22,76,85,86,27,65
79,11,41,99,43,97,79,59
47,1,4,12,12,64,69,51
67,91,80,25,44,74,61,42
8,22,15,41,3,85,47,90
55,66,16,40,38,50,1,56
4,3,85,66,13,90,28,67
56,97,83,12,20,14,43,38
37,27,44,29,34,64,45,36
59,15,49,81,22,26,35,67
31,67,18,1,42,38,98,99
10,75,42,27,42,51,40,35
54,69,50,93,29,49,85,63
16,32,11,36,48,31,91,41
53,71,34,84,76,91,10,7
53,34,28,75,50,70,57,15
86,43,85,9,79,19,84,90
46,60,43,89,12,18,62,57
59,88,43,30,57,90,83,79
43,79,54,30,27,55,45,51
42,30,22,32,79,60,24,82
82,85,23,46,33,22,9,42
13,70,83,98,97,62,50,2
56,55,21,46,29,70,40,4
77,27,3,69,77,20,8,12
48,90,49,65,96,74,41,98
87,65,61,50,90,70,10,6
72,61,26,70,4,30,4,47
28,12,41,36,88,28,6,42
36,92,33,61,61,75,93,76
58,49,48,98,41,67,30,56
88,9,46,51,11,79,83,9
68,63,95,31,56,82,71,62
43,68,76,8,47,5,71,77
21,14,38,87,62,85,62,41
88,63,51,18,4,57,69,79
25,38,99,15,33,76,34,79
62,99,67,55,97,15,3,95
1,4,27,84,66,99,55,36
4,63,96,24,95,53,26,71
10,89,60,17,50,46,40,28
74,59,33,45,71,4,60,83
84,95,43,49,10,86,32,16
11,44,87,56,34,33,4,83
82,50,16,40,88,11,1,42
28,39,18,77,31,95,81,99
44,20,29,16,75,78,63,17
22,15,34,25,84,34,89,65
11,60,25,43,52,15,79,12
80,67,15,72,89,7,77,49
9,17,98,21,83,38,19,72
85,32,66,2,45,24,97,39
59,51,31,65,14,39,31,83
95,2,69,46,87,51,90,8
74,50,75,79,61,56,78,58
30,94,92,85,12,79,4,5
53,77,9,85,69,2,48,43
1,63,2,13,85,27,71,73
44,51,28,44,16,76,65,64
28,90,52,37,52,70,37,29
55,13,81,75,21,15,68,53
36,75,22,45,67,15,50,41
6,46,4,97,92,54,77,65
19,77,88,90,70,4,89,58
51,41,45,94,9,21,79,35
8,11,4,33,77,77,55,85
87,52,32,52,67,19,8,36
10,54,82,41,54,59,90,13
84,34,94,18,95,89,65,75
94,88,47,84,33,80,74,77
35,88,23,89,71,38,91,65
21,23,59,75,39,24,75,44
66,65,6,85,82,72,86,10
20,73,88,79,3,91,51,16
63,59,70,57,53,43,38,13
91,43,89,67,64,43,44,50
69,79,32,94,29,20,26,54
54,34,83,81,17,9,85,99
44,96,41,63,5,58,64,44
39,11,45,67,41,4,77,95
47,17,6,92,31,21,11,9
92,13,6,3,26,29,42,15
15,85,27,61,95,51,79,44
99,17,10,38,80,44,27,51
32,76,96,14,62,97,35,99
68,94,40,57,28,20,16,31
84,92,11,5,35,98,77,24
21,82,85,26,15,95,25,1
76,3,66,14,19,6,7,99
18,12,8,80,67,27,42,40
94,91,6,8,51,47,82,98
89,68,99,6,83,90,61,72
83,56,70,36,57,19,30,43
86,44,45,41,86,95,77,81
2,40,42,40,76,95,84,1
8,61,50,16,29,81,12,21
98,64,95,44,79,36,48,77
70,27,55,66,89,5,91,67
2,25,5,22,69,28,33,49
86,38,92,58,92,28,4,92
73,1,61,31,14,72,70,52
78,11,81,42,69,39,66,82
41,54,53,57,17,76,65,57
82,91,64,2,99,40,49,6
68,24,3,42,53,58,22,49
20,90,96,63,86,32,5,97
16,61,37,8,23,39,61,80
14,25,25,14,92,43,30,24
1,50,12,44,18,62,51,35
29,10,66,65,66,88,23,55
12,11,90,37,18,98,99,93
89,68,69,45,95,7,92,29
39,81,34,13,85,2,93,73
69,91,48,81,74,41,40,19
68,96,93,81,99,8,49,82
10,26,90,52,59,56,64,70
90,71,59,59,63,47,35,49
10,7,79,88,97,1,78,48
50,48,53,32,26,78,78,62
31,72,55,85,14,17,77,82
6,87,37,98,63,88,25,50
33,86,4,76,59,5,66,20
1,62,43,14,55,77,19,48
58,27,5,4,61,90,32,59
54,93,19,75,72,98,26,58
27,56,62,49,19,6,66,76
57,24,83,90,26,25,99,27
86,92,82,54,53,97,3,33
25,48,40,79,38,1,99,2
40,84,4,77,18,36,50,86
66,87,52,88,18,30,47,29
85,34,83,97,17,3,81,46
27,52,62,92,2,26,84,94
18,93,68,25,64,53,74,46
5,99,55,24,40,63,9,76
20,79,62,30,66,60,91,9
53,19,14,55,99,14,40,67
